File Name|Id|Sentence
2004-11-15_03.ascii.txt|1088|does anyone here have k3b experience? i can record things with cdrecord but k3b won't let me (did k3bsetup and all and it seems happy. but k3b says my device isn't a cd writer)
2004-11-15_03.ascii.txt|1089|i thought universe was unsupported though
2004-11-15_03.ascii.txt|1090|it is
2004-11-15_03.ascii.txt|1091|"djtansey: k3b won't work with kernel 2.6.8|2.6.8.1"
2004-11-15_03.ascii.txt|1092|=== Dethread [~Dethread@24-205-231-52.slo-cres.charterpipeline.net]  has joined #ubuntu
2004-11-15_03.ascii.txt|1093|Nafallo: so go back to 2.6.7?
2004-11-15_03.ascii.txt|1094|djtansey: yepp, or upgrade to 2.6.9
2004-11-15_03.ascii.txt|1095|hmm progression or regression
2004-11-15_03.ascii.txt|1096|Nafallo: thanks. i'll see if ubuntu has 2.6.9 packaged
2004-11-15_03.ascii.txt|1097|it will work with the ubuntu kernel
2004-11-15_03.ascii.txt|1098|jdub: k3b will?
2004-11-15_03.ascii.txt|1099|no, there's no 2.6.9 in warty or hoary
2004-11-15_03.ascii.txt|1179|yes
2004-11-15_03.ascii.txt|1101|there are plenty of people using it
2004-11-15_03.ascii.txt|1102|jdub: never worked with ANY 2.6 for me :-P
2004-11-15_03.ascii.txt|1103|jdub: then any guess as to what the problem is?
2004-11-15_03.ascii.txt|1104|jdub: that's with both ubuntu and debian kernels.
2004-11-15_03.ascii.txt|1105|dunno if there's a FAQ or something on the website, but it would make sense to check
2004-11-15_03.ascii.txt|1106|jdub: i did. nothing i could find that was related
2004-11-15_03.ascii.txt|1107|opss, typo! 2.6.8* ;-)
2004-11-15_03.ascii.txt|1108|jdub: other than some k3bsetup .ICEauthority issues
2004-11-15_03.ascii.txt|1109|Nafallo: but it works with 2.6.7 for you?
2004-11-15_03.ascii.txt|1110|"jdub: k3b and 2.6.8|2.6.8.1 on both my computers with burners fail."
2004-11-15_03.ascii.txt|1111|djtansey: yes.
2004-11-15_03.ascii.txt|1112|djtansey: and it should be fixed in 2.6.9 also :-)
2004-11-15_03.ascii.txt|1113|Nafallo: the ubuntu kernels do not have those bugs.
2004-11-15_03.ascii.txt|1114|Nafallo: thanks.
2004-11-15_03.ascii.txt|1115|plenty of other people are using k3b with ubuntu
2004-11-15_03.ascii.txt|1116|jdub: how come when I TRIED with ubuntu k3b couldn't see my burner?
2004-11-15_03.ascii.txt|1117|jdub: same thing with my girlfriend.
2004-11-15_03.ascii.txt|1118|i don't know your particular circumstances
2004-11-15_03.ascii.txt|1119|i can only relate what i know
2004-11-15_03.ascii.txt|1120|it just doesn't work :-)
2004-11-15_03.ascii.txt|1121|jdub: same here.
2004-11-15_03.ascii.txt|1122|that may be true in your case
2004-11-15_03.ascii.txt|1123|but it is not the case for many other users
2004-11-15_03.ascii.txt|1124|jdub: maybe it's just drive specific?
2004-11-15_03.ascii.txt|1125|i don't know
2004-11-15_03.ascii.txt|1126|jdub: but then, I got both a samsung and a toshiba ;-).
2004-11-15_03.ascii.txt|1127|"=== logic is now known as logic|away"
2004-11-15_03.ascii.txt|1128|it might be that I'm running my cd-rws as ide-cd :-)
2004-11-15_03.ascii.txt|1129|Nafallo: but i can use cdrecord dev=/dev/hdc without problem. you'd think k3b would be equally capable
2004-11-15_03.ascii.txt|1130|djtansey: yepp, I've given up on the subject anyway :-P. ubuntu showed me the way nautilus does it :-P.
2004-11-15_03.ascii.txt|1131|Hi, I have a rather long question, so I have posted it here on the ubuntu forums. If anyone here has any answers to it, I would very much appreciate the help!
2004-11-15_03.ascii.txt|1132|http://www.ubuntuforums.org/showthread.php?p=11009#post11009
2004-11-15_03.ascii.txt|1133|Nafallo: usually that's what i do. unfortunately i am burning audio CDs for a roadtrip :)
2004-11-15_03.ascii.txt|1134|djtansey: running k3b with sudo?
2004-11-15_03.ascii.txt|1135|not that it should matter with the patched kernel
2004-11-15_03.ascii.txt|1136|=== Elyran [~mirspcm@lns-th2-4f-81-56-180-71.adsl.proxad.net]  has joined #ubuntu
2004-11-15_03.ascii.txt|1137|ajmitch: no. but i gave k3b my root password so those apps have root permissions
2004-11-15_03.ascii.txt|1138|phill: my friend installed that on his lappy yesterday. he just had to apt-get and s/ati/fglrx/ :-)
2004-11-15_03.ascii.txt|1139|phill: and then restart x and gdm ofcourse :-)
2004-11-15_03.ascii.txt|1140|djtansey: k3b doesn't have root permissions.
2004-11-15_03.ascii.txt|1141|djtansey: cdrecord and cdrdao have :-).
2004-11-15_03.ascii.txt|1142|hi, ok, how do i restard x/gdm?
2004-11-15_03.ascii.txt|1143|=== GnuHippy [~jason@blk-222-217-193.eastlink.ca]  has joined #ubuntu
2004-11-15_03.ascii.txt|1144|"Nafallo: that's why i meants by ""those apps."" would giving k3b root help? (not that it matters now. i just finished my last CD using cdrecord)"
2004-11-15_03.ascii.txt|1145|phill: logout from X, when you're at the login screen, press CTRL+F1, login and typ sudo /etc/init.d/gdm restart
2004-11-15_03.ascii.txt|1146|=== draconian [~draconian@ip68-7-178-227.sd.sd.cox.net]  has joined #ubuntu
2004-11-15_03.ascii.txt|1147|ctrl+alt+f1
2004-11-15_03.ascii.txt|1148|HrdwrBoB: thanks :-)
2004-11-15_03.ascii.txt|1149|ok will give it a go :)
2004-11-15_03.ascii.txt|1176|=== ghc [~geoffc@sdcarl02.strategicdata.com.au]  has joined #ubuntu
2004-11-15_03.ascii.txt|1151|so i don't need to apt-get install linux-686 or whatever the binarydriverhowto said?
2004-11-15_03.ascii.txt|1152|ahh, yes. you have to switch kernel to :-).
2004-11-15_03.ascii.txt|1153|phill: that makes it easier, because you have to restart to make the new kernel load ;-).
2004-11-15_03.ascii.txt|1154|Hi all. Is this a good place to ask for some technical help on installing ubuntu on some hardware which is being difficult?
2004-11-15_03.ascii.txt|1155|=== Striss [~Strain@blk-222-170-205.eastlink.ca]  has joined #Ubuntu
2004-11-15_03.ascii.txt|1156|woo fluxbox is working perfect
2004-11-15_03.ascii.txt|1157|ubuntu is so great
2004-11-15_03.ascii.txt|1158|i have to what? :(
2004-11-15_03.ascii.txt|1159|I've got an IBM ThinkCenter with a SATA chipset which I can't get working.
2004-11-15_03.ascii.txt|1160|phill: follow the howto :-)
2004-11-15_03.ascii.txt|1161|ok
2004-11-15_03.ascii.txt|1162|=== Elroy-J [~mirak@adsl-68-74-28-228.dsl.sfldmi.ameritech.net]  has joined #ubuntu
2004-11-15_03.ascii.txt|1163|bob2: i am going to /msg you now
2004-11-15_03.ascii.txt|1164|since i'm using a 386 kernel at the moment i should just get that and it will replace my current one?
2004-11-15_03.ascii.txt|1165|phill: you need to run 686 yes.
2004-11-15_03.ascii.txt|1166|oh
2004-11-15_03.ascii.txt|1167|i need to get linux-686
2004-11-15_03.ascii.txt|1168|?
2004-11-15_03.ascii.txt|1179|yes
2004-11-15_03.ascii.txt|1170|and then make sure grub uses that?
2004-11-15_03.ascii.txt|1171|at what point do i reboot? after the kernel installs and then continue isntalling fglrx after i have linux-686 going? will linux-686 pickup my nvidia agpgart?
2004-11-15_03.ascii.txt|1172|can I do a cryptoloop on my root running reiserfs?
2004-11-15_03.ascii.txt|1173|=== timello [~tiago@201.7.63.18]  has joined #ubuntu
2004-11-15_03.ascii.txt|1174|phill: install linux-686 and fglrx-driver, then sed then reboot and it will work.
2004-11-15_03.ascii.txt|1218|=== ghc [~geoffc@sdcarl02.strategicdata.com.au]  has left #ubuntu []
2004-11-15_03.ascii.txt|1176|=== ghc [~geoffc@sdcarl02.strategicdata.com.au]  has joined #ubuntu
2004-11-15_03.ascii.txt|1177|natfallo: alright. last time i tried x wouldn't start :( but i'll give it another shot
2004-11-15_03.ascii.txt|1178|last time, did you have i686-kernel?
2004-11-15_03.ascii.txt|1179|yes
2004-11-15_03.ascii.txt|1180|i did the guide
2004-11-15_03.ascii.txt|1181|=== usual [~colin@alb-69-200-178-150.nycap.rr.com]  has joined #ubuntu
2004-11-15_03.ascii.txt|1182|Hey i just noticed this, ubuntu's ssh server is called openserver-ssh... is it still openssh just rebranded ?
2004-11-15_03.ascii.txt|1183|=== danhunt [~dan_hunt@hssxpa204-83-181-43.sasknet.sk.ca]  has joined #ubuntu
2004-11-15_03.ascii.txt|1184|cuga: no it's not
2004-11-15_03.ascii.txt|1185|it's called openssh-server
2004-11-15_03.ascii.txt|1186|it is openssh.
2004-11-15_03.ascii.txt|1187|lol
2004-11-15_03.ascii.txt|1188|bob2: man, i must be dislexic.. if i could spell it
2004-11-15_03.ascii.txt|1189|dyslexis
2004-11-15_03.ascii.txt|1190|dyslexic
2004-11-15_03.ascii.txt|1191|I can spell, just not type
2004-11-15_03.ascii.txt|1192|i was only off by one letter.. tahts hot
2004-11-15_03.ascii.txt|1193|=== _timello [~tiago@201.7.53.31]  has joined #ubuntu
2004-11-15_03.ascii.txt|1194|sorry, but I lost my link, repeating the question: anybody knows why I can't play any .mpg, etc? it shows me the sound, but not shows me the screen
2004-11-15_03.ascii.txt|1195|RestrictedFormats on the wiki
2004-11-15_03.ascii.txt|1196|_timello: probably missing codecs
2004-11-15_03.ascii.txt|1197|hmm
2004-11-15_03.ascii.txt|1198|anyone else got troubles with docbook-dsssl?
2004-11-15_03.ascii.txt|1199|=== dasenjo [~dasenjo@201.245.164.26]  has joined #ubuntu
2004-11-15_03.ascii.txt|1200|version 1.57-4
2004-11-15_03.ascii.txt|1201|typo
2004-11-15_03.ascii.txt|1202|version 1.78-4
2004-11-15_03.ascii.txt|1203|check http://www.desktopos.com/reviews.php?op=PrintReview&id=21 for .mpg tips.
2004-11-15_03.ascii.txt|1204|hmm, odd
2004-11-15_03.ascii.txt|1205|it works now :-P
2004-11-15_03.ascii.txt|1206|=== atariboy [~atari@dsl-203-142-136-122.mel.directcorp.net.au]  has joined #ubuntu
2004-11-15_03.ascii.txt|1207|finally I'm on warty again ;-)
2004-11-15_03.ascii.txt|1208|takes a bit more to downgrade through aptitude than upgrade ;-)
2004-11-15_03.ascii.txt|1209|=== natea [~natea@h000f66a887c6.ne.client2.attbi.com]  has joined #ubuntu
2004-11-15_03.ascii.txt|1210|danhunt, I installed mplayer and the essential codecs package, but it still isn't working. I didn't find why
2004-11-15_03.ascii.txt|1211|_timello: run mplayer from a terminal and check the output?
2004-11-15_03.ascii.txt|1212|it shows errors like: can't open ~/.mplayer/codecs.conf, font, but I don't think so that it is the real problem
2004-11-15_03.ascii.txt|1213|it's not an error, it's a warning
2004-11-15_03.ascii.txt|1214|yes, sorry
2004-11-15_03.ascii.txt|1215|how do I enable panel support in xchat?
2004-11-15_03.ascii.txt|1216|=== _timello is now known as timello
2004-11-15_03.ascii.txt|1217|=== doko [doko@dsl-082-082-066-197.arcor-ip.net]  has joined #ubuntu
2004-11-15_03.ascii.txt|1218|=== ghc [~geoffc@sdcarl02.strategicdata.com.au]  has left #ubuntu []
2004-11-15_03.ascii.txt|1219|maybe has a package for X that allows it? Totem doesn't show me nothing either
2004-11-15_03.ascii.txt|1220|=== poin__t [point@203.130.197.108]  has joined #ubuntu
2004-11-15_03.ascii.txt|1221|I'm using a nvidia gforce mx440
2004-11-15_03.ascii.txt|1222|billytwowilly: panel support = ?
2004-11-15_03.ascii.txt|1223|timello: You installed the w32codecs package eh? Tried changing from totem-gst to totem-xine ?
2004-11-15_03.ascii.txt|1224|Pizbit, just for mplayer... I' ll go try
2004-11-15_03.ascii.txt|1225|(although personally I use xine)
2004-11-15_03.ascii.txt|1226|apt-get install xine-ui?
2004-11-15_03.ascii.txt|1227|=== jg [~jg@h005018015b26.ne.client2.attbi.com]  has joined #ubuntu
2004-11-15_03.ascii.txt|1228|Yeah
2004-11-15_03.ascii.txt|1229|=== janice [~janice@adsl-11-179-21.mia.bellsouth.net]  has joined #ubuntu
2004-11-15_03.ascii.txt|1230|WTF!
2004-11-15_03.ascii.txt|1231|=== benh` [~benh@h000c414a0141.ne.client2.attbi.com]  has joined #ubuntu
2004-11-15_03.ascii.txt|1232|Hi All! I took the plunge and installed Ubuntu. However, I need some help.
2004-11-15_03.ascii.txt|1233|excellent
2004-11-15_03.ascii.txt|1234|@ogre:/mnt/mirrors/ubuntu/pool/main/g/gnutls10$ ls -al
2004-11-15_03.ascii.txt|1235|lrwxrwxrwx    1 root     root           77 2004-11-02 22:07 libgnutls10-dev_1.0.4-3ubuntu1_amd64.deb -> ../../../../pool/universe/g/gnutls10/libgnutls10-dev_1.0.4-3ubuntu1_amd64.deb
2004-11-15_03.ascii.txt|1236|is it possible (or desirable) to dist-upgrade to hoary?
2004-11-15_03.ascii.txt|1237|benh`: yes and maybe
2004-11-15_03.ascii.txt|1238|ok, just s/wart/hoary in sources.list?
2004-11-15_03.ascii.txt|1239|Pizbit, it comes with codecs?
2004-11-15_03.ascii.txt|1240|HrdwrBoB: Ubuntu has given me excellent results with TVtime too
2004-11-15_03.ascii.txt|1241|much better on my old wintv card
2004-11-15_03.ascii.txt|1242|than mandrake
2004-11-15_03.ascii.txt|1243|benh`: are you willing to deal with broken things and to file bug reports?
2004-11-15_03.ascii.txt|1244|I have an unsupported USRobotics wireless PCI card and I need to use ndiswrapper. Unfortunately, the install cd (Warty 4.10 Full Release) does not have ndiswrapper. What is the URL from the ubutnu website that I can download it from?
2004-11-15_03.ascii.txt|1245|heh
2004-11-15_03.ascii.txt|1246|good to hear :)
2004-11-15_03.ascii.txt|1247|janice: if you start synaptic
2004-11-15_03.ascii.txt|1248|and you enable 'restricted'
2004-11-15_03.ascii.txt|1249|you can install ndiswrapper
2004-11-15_03.ascii.txt|1250|bob2, depends on how broken and yes
2005-06-27_12.ascii.txt|991|?
2005-06-27_12.ascii.txt|992|just delete the lines?
2005-06-27_12.ascii.txt|993|that would be a start
2005-06-27_12.ascii.txt|1045|err
2005-06-27_12.ascii.txt|1171|bob2
2005-06-27_12.ascii.txt|996|you installed it from source, so I ddon't know where you put the rest of the bits
2005-06-27_12.ascii.txt|997|Why not just put in the winXP disc and make repair the system?
2005-06-27_12.ascii.txt|998|captiventfs is on my EMPTY NTFS hd
2005-06-27_12.ascii.txt|999|windows is on hda1
2005-06-27_12.ascii.txt|1000|microhaxo: ok!
2005-06-27_12.ascii.txt|1001|oga: please keep things in the channel
2005-06-27_12.ascii.txt|1002|bob2: that link isn't of any use... it doesnt help me get the codecs ?:S
2005-06-27_12.ascii.txt|1003|oga: all I can suggest is reading the howto again and making sure you followed all the steps
2005-06-27_12.ascii.txt|1004|thanks bob2
2005-06-27_12.ascii.txt|1005|oga: and that the drivers support your card
2005-06-27_12.ascii.txt|1006|God dammit, now i need to go buy a new windowsxp cd
2005-06-27_12.ascii.txt|1007|":|"
2005-06-27_12.ascii.txt|1008|why on earth would you need to do that?
2005-06-27_12.ascii.txt|1009|mine is Scratched to hell
2005-06-27_12.ascii.txt|1010|if you installed windows, presumably you own a windows disk
2005-06-27_12.ascii.txt|1011|its Scratched
2005-06-27_12.ascii.txt|1012|i havent had to reinstall windows for EVER
2005-06-27_12.ascii.txt|1013|it works FLAWLESSLY
2005-06-27_12.ascii.txt|1014|buy pirated .... lots here
2005-06-27_12.ascii.txt|1015|just by a cd de-scratcher
2005-06-27_12.ascii.txt|1016|=== n3C [~n3C@klik27.klik.bydgoszcz.pl]  has joined #ubuntu
2005-06-27_12.ascii.txt|1017|pirated doesnt give me updates
2005-06-27_12.ascii.txt|1018|yes it does .. it does for us here
2005-06-27_12.ascii.txt|1019|annnnnyway
2005-06-27_12.ascii.txt|1020|heheheheh
2005-06-27_12.ascii.txt|1021|awn your cd--key isn't scratched right..?
2005-06-27_12.ascii.txt|1022|hi i will take over my xp computer with my ubuntu pc how? i tright it with terminal server client but err
2005-06-27_12.ascii.txt|1023|sorrry am not so techie, .. can't help you people who need help
2005-06-27_12.ascii.txt|1024|i need help too
2005-06-27_12.ascii.txt|1025|i dont have my cd key anymore, if i can boot into windows and retreive it
2005-06-27_12.ascii.txt|1026|:P
2005-06-27_12.ascii.txt|1027|=== shock [~shockwave@dsl-082-082-155-216.arcor-ip.net]  has joined #ubuntu
2005-06-27_12.ascii.txt|1028|hehe there is a cd key gen for xp
2005-06-27_12.ascii.txt|1029|Ubuntu, Have you activated the Terminal server on your windows computer?
2005-06-27_12.ascii.txt|1030|So does anyone know how i can get w32codecs installed? i just get file missing install candidate
2005-06-27_12.ascii.txt|1031|=== BraD [~simple@78f14c649ad397c1.session.tor]  has joined #ubuntu
2005-06-27_12.ascii.txt|1032|=== ztonzy [~ztonzy@ztonzy.artist.blender]  has joined #ubuntu
2005-06-27_12.ascii.txt|1033|lukus001: Is your repositories updated?
2005-06-27_12.ascii.txt|1034|=== bfsPaul [~paul@host81-138-210-156.in-addr.btopenworld.com]  has joined #ubuntu
2005-06-27_12.ascii.txt|1035|yes ssh i believe secure security client
2005-06-27_12.ascii.txt|1036|"xabbu|: yes they are"
2005-06-27_12.ascii.txt|1037|Okey.
2005-06-27_12.ascii.txt|1038|lukus001: just get the tarball from mplayer.hu
2005-06-27_12.ascii.txt|1039|=== Swynndla [~Swynndla@210-54-11-182.ipsm.net.nz]  has joined #ubuntu
2005-06-27_12.ascii.txt|1040|I need a better ntfs reader than the default (better error-handling), is there any such thing?
2005-06-27_12.ascii.txt|1041|is installing .deb files individually dangerous? I've heard it can screw the system over if they fail!
2005-06-27_12.ascii.txt|1042|microhaxo: Well, thats your fault. Why on earth would you store your cd-key on your harddrive?
2005-06-27_12.ascii.txt|1043|nubbe: no
2005-06-27_12.ascii.txt|1044|if i install form source how do i uninstall
2005-06-27_12.ascii.txt|1045|err
2005-06-27_12.ascii.txt|1046|cus i never had to use it
2005-06-27_12.ascii.txt|1047|i didnt store it
2005-06-27_12.ascii.txt|1048|i can get a program to read it
2005-06-27_12.ascii.txt|1049|=== DagaZ [~rolle@h34n1fls35o858.telia.com]  has joined #ubuntu
2005-06-27_12.ascii.txt|1050|Hylas: not if they're from ubuntu, but in practice you won't need to do that
2005-06-27_12.ascii.txt|1051|like i said there is a way to change it and update it
2005-06-27_12.ascii.txt|1052|off of windows
2005-06-27_12.ascii.txt|1053|bob2, that's bad :(
2005-06-27_12.ascii.txt|1054|with a keygen
2005-06-27_12.ascii.txt|1055|for me
2005-06-27_12.ascii.txt|1056|nubbe: why?
2005-06-27_12.ascii.txt|1057|=== Nikopol [~mambo@i-195-137-15-67.freedom2surf.net]  has joined #ubuntu
2005-06-27_12.ascii.txt|1058|anyway, all this windows stuff is off topic
2005-06-27_12.ascii.txt|1059|take it to #ubuntu-offtopic
2005-06-27_12.ascii.txt|1060|yes i had a simple question how do i uninstall something i installed from source
2005-06-27_12.ascii.txt|1061|bob2: that site isnt in english :s lol
2005-06-27_12.ascii.txt|1062|ubuntu, You need the have a ssh server installed on windows if you are to use ssh.
2005-06-27_12.ascii.txt|1232|bah
2005-06-27_12.ascii.txt|1064|because I've got xmms and mplayer here as rpm's and I was going to convert them to deb with alien then install them. I have a slow internet connection so i try to stay away from downloading
2005-06-27_12.ascii.txt|1065|bob2, I could read some files with xp, but not with ubuntu, that I need...
2005-06-27_12.ascii.txt|1066|If linux could actually run a damn game, CEDEGA is complete BS, wont run Counterstrike source whatso ever..
2005-06-27_12.ascii.txt|1067|"CDK: you can't, in general.  ""make uninstall"" might work if yo ustill have the original source tree still"
2005-06-27_12.ascii.txt|1068|microhaxo: so, if you're a paying customer, go to their site and vote for it
2005-06-27_12.ascii.txt|1069|i c
2005-06-27_12.ascii.txt|1070|Hylas: I'd strongly recommend not doing that
2005-06-27_12.ascii.txt|1071|ok
2005-06-27_12.ascii.txt|1072|"it is ""Supported"""
2005-06-27_12.ascii.txt|1073|bob2, and I know th aprtition is flaky, so I guess win handles the errors better
